"Share of RES in total generation (%)","6.27","4.74","16.37","0.43","0.11","7.31"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.68","10.75","35.39","11.35","24.88","21.22"
