"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","193.6","-177.9","82.5","-97.2","-0.9","0.0"
"Actual(MU)","188.8","-187.4","99.7","-107.6","0.6","-5.9"
"O/D/U/D(MU)","-4.7","-9.5","17.2","-10.3","1.5","-5.9"
