"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5366","0","106.1","63.6","-1.3","79","0.0"
"","Haryana","5921","0","116.3","81.0","0.4","191","0.0"
"","Rajasthan","13526","0","242.5","71.8","1.1","643","0.0"
"","Delhi","4188","0","67.3","51.6","-0.7","256","0.0"
"","UP","15680","0","276.8","116.3","-0.3","740","1.6"
"","Uttarakhand","2021","0","36.3","19.2","-0.5","89","0.0"
"","HP","1618","0","27.7","21.6","-1.5","118","0.7"
"","J&K(UT) and Ladakh(UT)","2634","658","49.5","44.2","-0.1","276","10.4"
"","Chandigarh","230","0","3.7","3.7","0.0","12","0.0"
"WR","Chhattisgarh","3741","0","81.6","35.9","-1.3","180","0.0"
"","Gujarat","15306","0","316.4","69.5","4.2","597","0.0"
"","MP","14497","0","265.1","124.2","-4.2","420","0.0"
"","Maharashtra","21823","0","435.6","137.9","-0.1","504","0.0"
"","Goa","425","0","9.1","9.2","-0.5","49","0.0"
"","DD","283","0","6.5","6.3","0.2","36","0.0"
"","DNH","755","0","17.8","17.8","0.0","39","0.0"
"","Essar steel","752","0","5.5","5.4","0.1","220","0.0"
"SR","Andhra Pradesh","9112","0","182.7","66.9","-0.2","480","0.0"
"","Telangana","10414","0","204.6","107.7","0.6","530","0.0"
"","Karnataka","11693","0","217.7","62.4","-1.2","626","0.0"
"","Kerala","3345","0","67.0","55.9","1.2","324","0.0"
"","Tamil Nadu","12903","0","282.7","140.8","-1.1","431","0.0"
"","Pondy","321","0","6.7","7.0","-0.3","27","0.0"
"ER","Bihar","4285","0","78.0","74.8","0.8","400","0.0"
"","DVC","2958","0","64.5","-31.2","0.2","270","0.0"
"","Jharkhand","1255","0","24.7","21.0","-1.1","30","0.0"
"","Odisha","3768","0","75.1","0.8","-0.3","230","0.0"
"","West Bengal","5717","0","111.4","26.5","1.0","350","0.0"
"","Sikkim","123","0","1.9","1.6","0.2","35","0.0"
"NER","Arunachal Pradesh","124","2","2.2","2.2","-0.1","33","0.0"
"","Assam","1328","12","21.6","18.9","0.1","60","0.2"
"","Manipur","204","3","2.6","3.1","-0.5","38","0.0"
"","Meghalaya","356","0","6.7","6.1","-0.1","36","0.3"
"","Mizoram","102","1","1.7","1.7","-0.3","18","0.0"
"","Nagaland","121","2","2.2","2.2","-0.1","8","0.0"
"","Tripura","228","0","3.6","1.6","-0.3","14","0.0"
