"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.01","4.42","4.43","79.66","15.90"
"SR GRID","0.00","0.00","0.01","4.42","4.43","79.66","15.90"
