"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","521","1125","492","448","8","2594"
"Hydro","316","21","75","76","23","512"
"Nuclear","30","29","45","0","0","104"
"Gas, Naptha & Diesel","27","49","16","0","22","114"
"RES (Wind, Solar, Biomass & Others)","33","75","187","1","0","296"
"Total","927","1299","816","525","53","3620"
