"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8393","-1250","198.8","117.3","-0.3","127"
"","Haryana","8270","0","174.6","108.4","-1.4","55"
"","Rajasthan","6812","115","142.9","25.8","0.6","262"
"","Delhi","5171","0","106.3","79.2","1.7","359"
"","UP","10996","3205","243.2","137.2","1.5","565"
"","Uttarakhand","1642","210","19.6","16.9","1.0","203"
"","HP","1225","0","26.2","-2.0","1.2","151"
"","J&K","1673","100","32.0","14.9","2.2","326"
"","Chandigarh","324","0","6.3","5.1","1.2","90"
"WR","Chhattisgarh","2711","42","60.5","18.4","2.1","234"
"","Gujarat","10560","44","233.7","32.3","3.2","1273"
"","MP","6132","18","122.5","59.5","1.4","216"
"","Maharashtra","16888","51","372.1","116.4","4.8","560"
"","Goa","343","0","7.8","6.9","0.6","38"
"","DD","265","0","5.8","5.4","0.4","48"
"","DNH","668","45","14.9","14.9","0.0","119"
"","Essar steel","282","0","6.0","7.0","-1.0","11"
"SR","Andhra Pradesh","6402","0","146.3","35.1","4.0","407"
"","Telangana","6379","0","134.7","63.0","-4.6","428"
"","Karnataka","7729","600","159.6","22.5","0.7","308"
"","Kerala","3001","150","54.2","28.9","1.4","221"
"","Tamil Nadu","12606","0","258.2","73.8","0.4","292"
"","Pondy","295","0","6.3","6.4","-0.1","27"
"ER","Bihar","2264","100","45.6","46.1","-0.6","285"
"","DVC","2123","250","51.1","-8.2","2.3","302"
"","Jharkhand","990","0","20.8","13.0","0.4","75"
"","Odisha","3488","0","72.7","21.9","0.8","389"
"","West Bengal","7505","9","148.2","50.0","2.1","495"
"","Sikkim","86","0","1.2","1.2","0.0","30"
"NER","Arunachal Pradesh","111","1","1.7","2.1","-0.4","25"
"","Assam","1210","134","24.7","17.5","2.2","184"
"","Manipur","128","2","1.7","2.5","-0.8","38"
"","Meghalaya","280","8","4.4","1.5","-0.5","39"
"","Mizoram","77","1","1.1","1.2","-0.3","14"
"","Nagaland","114","3","1.7","1.8","-0.3","21"
"","Tripura","223","3","3.2","1.9","-0.3","49"
