"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","540","1153","542","392","10","2638"
"Hydro","147","14","67","39","8","276"
"Nuclear","25","31","40","0","0","96"
"Gas, Naptha & Diesel","14","37","25","0","29","106"
"RES (Wind, Solar, Biomass & Others)","42","36","129","1","0","209"
"Total","768","1272","805","432","47","3324"
