"Share of RES in total generation (%)","4.20","6.87","31.24","0.14","0.06","11.05"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","35.16","10.61","47.96","21.27","41.70","27.53"
