"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6127","0","133.3","88.0","-2.6","164"
"","Haryana","6740","0","135.2","112.9","-2.9","127"
"","Rajasthan","8623","6","190.8","68.0","0.7","274"
"","Delhi","4717","0","93.5","81.2","-2.4","136"
"","UP","12606","3405","294.8","138.5","-3.8","146"
"","Uttarakhand","1766","75","39.1","20.8","-0.1","103"
"","HP","1199","19","25.4","7.7","0.0","156"
"","J&K","1887","472","37.1","20.1","2.4","282"
"","Chandigarh","230","0","4.8","5.3","0.3","4"
"WR","Chhattisgarh","2754","0","66.5","19.1","0.3","272"
"","Gujarat","13726","29","301.5","55.8","-2.6","351"
"","MP","6999","0","159.0","93.5","-1.0","245"
"","Maharashtra","18548","38","406.5","117.9","5.5","493"
"","Goa","425","0","8.3","7.9","-0.2","65"
"","DD","302","0","6.6","6.5","0.1","61"
"","DNH","700","0","16.0","16.4","-0.4","24"
"","Essar steel","296","0","6.2","5.3","0.9","40"
"SR","Andhra Pradesh","5625","0","126.3","26.2","2.2","316"
"","Telangana","5603","0","124.5","82.4","1.1","285"
"","Karnataka","7591","300","153.2","24.4","3.0","616"
"","Kerala","3610","175","64.0","38.3","2.0","272"
"","Tamil Nadu","12411","0","268.9","104.4","-2.6","492"
"","Pondy","315","0","6.9","6.8","0.0","33"
"ER","Bihar","2876","250","61.7","57.0","0.1","150"
"","DVC","2438","0","61.4","-32.9","-1.0","280"
"","Jharkhand","909","0","21.2","11.0","-0.5","120"
"","Odisha","3596","0","71.2","17.9","-0.9","420"
"","West Bengal","7263","0","152.2","56.7","1.4","300"
"","Sikkim","83","0","1.1","0.5","0.5","24"
"NER","Arunachal Pradesh","88","18","1.2","1.9","-0.7","26"
"","Assam","1208","123","21.3","16.4","0.8","192"
"","Manipur","147","0","2.0","2.2","-0.2","56"
"","Meghalaya","271","1","4.6","1.3","0.1","96"
"","Mizoram","80","1","1.2","1.2","0.1","18"
"","Nagaland","95","28","1.9","1.7","0.1","28"
"","Tripura","224","4","4.3","1.5","0.5","59"
