"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","581","1296","614","431","5","2925"
"Hydro","174","34","105","79","20","412"
"Nuclear","24","26","34","0","0","83"
"Gas, Naptha & Diesel","41","53","24","0","29","148"
"RES (Wind, Solar, Biomass & Others)","44","38","121","0","0","203"
"Total","864","1446","897","510","53","3771"
