"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.60","16.20","17.70","49.10","33.20"
"SR GRID","0.00","0.00","1.60","16.20","17.70","49.10","33.20"
