"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8990","0","201.2","116.6","-2.0","125","0.0"
"","Haryana","8408","0","178.5","125.7","-1.1","183","0.0"
"","Rajasthan","9616","0","210.0","77.9","2.3","274","0.6"
"","Delhi","5220","30","107.1","83.7","-0.5","169","0.0"
"","UP","16084","0","309.5","147.6","0.9","631","0.0"
"","Uttarakhand","1636","0","34.5","9.5","1.2","326","0.0"
"","HP","1265","0","26.3","-2.2","3.1","226","0.0"
"","J&K","1988","497","38.7","12.5","1.4","246","9.2"
"","Chandigarh","277","0","6.0","6.3","-0.3","9","0.0"
"WR","Chhattisgarh","3444","0","77.6","11.7","-1.7","219","0.0"
"","Gujarat","11552","0","259.3","36.9","3.7","587","0.0"
"","MP","6788","0","149.1","68.4","0.8","653","0.0"
"","Maharashtra","19437","0","426.6","126.1","3.3","335","0.0"
"","Goa","411","0","8.4","8.3","-0.4","62","0.0"
"","DD","313","0","6.8","6.2","0.6","62","0.0"
"","DNH","716","0","16.4","16.3","0.1","17","0.0"
"","Essar steel","508","0","10.7","10.3","0.4","165","0.0"
"SR","Andhra Pradesh","6286","0","147","41","6","572","0.0"
"","Telangana","7292","0","152","82","-3","309","0.0"
"","Karnataka","8344","0","179","79","3","516","0.0"
"","Kerala","3455","0","64","49","2","191","0.0"
"","Tamil Nadu","13467","0","295","132","3","712","0.0"
"","Pondy","328","0","7","7","0","23","0.0"
"ER","Bihar","3968","0","67.7","63.9","2.0","396","0.0"
"","DVC","2856","0","64.8","-28.4","-0.3","200","0.0"
"","Jharkhand","1042","0","21.3","15.8","-0.4","120","0.0"
"","Odisha","3801","0","77.7","25.8","0.7","140","0.0"
"","West Bengal","7523","0","139.8","35.7","1.8","180","0.0"
"","Sikkim","65","0","0.9","1.1","-0.2","13","0.0"
"NER","Arunachal Pradesh","109","3","1.9","2.9","-0.9","25","0.0"
"","Assam","1530","102","28.4","20.6","4.0","144","1.0"
"","Manipur","133","6","2.1","2.0","0.1","36","0.0"
"","Meghalaya","252","0","4.0","-0.3","-0.3","48","0.0"
"","Mizoram","68","4","1.3","1.1","0.1","25","0.0"
"","Nagaland","117","5","1.9","2.1","-0.2","20","0.0"
"","Tripura","254","2","4.1","2.7","0.4","90","0.0"
