"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","48620","41328","36435","17811","2436","146631"
"Peak Shortage (MW)","928","63","0","0","148","1139"
"Energy Met (MU)","1112","955","844","372","44","3327"
"Hydro Gen(MU)","341","26","43","104","27","541"
"Wind Gen(MU)","39","146","130","----------","----------","315"
"Solar Gen (MU)*","0.42","9.03","20.00","0.78","0.01","30"
"Energy Shortage (MU)","9.7","0.0","0.0","0.0","1.2","10.9"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","55161","41488","38936","18742","2580","152843"
