"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","87.7","-99.6","42.6","-43.0","12.4","0.2"
"Actual(MU)","83.7","-99.5","48.6","-41.3","8.0","-0.4"
"O/D/U/D(MU)","-4.0","0.1","6.0","1.7","-4.4","-0.6"
