"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.9","-100.0","39.4","-37.8","3.6"
"Actual(MU)","107.0","-111.5","39.5","-41.7","5.5"
"O/D/U/D(MU)","12.1","-11.5","0.1","-3.8","1.9"
