"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","36126","39967","33296","15302","1891","126583"
"Peak Shortage (MW)","3308","502","2482","308","348","6948"
"Energy Met (MU)","820","948","804","340","34","2946"
"Hydro Gen(MU)","213","40","84","42","8","387"
"Wind Gen(MU)","5","31","68","----------","----------","104"
