"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9666","0","218.5","122.1","-0.5","138"
"","Haryana","7756","0","167.8","110.3","-1.9","232"
"","Rajasthan","8585","0","191.7","58.7","2.9","353"
"","Delhi","5252","11","107.9","80.1","-2.8","157"
"","UP","11030","2205","244.0","115.5","-1.1","280"
"","Uttarakhand","1703","75","35.8","12.6","1.4","128"
"","HP","1222","0","25.8","-0.2","0.9","131"
"","J&K","1719","100","33.0","17.1","1.0","304"
"","Chandigarh","332","0","6.4","5.5","0.9","73"
"WR","Chhattisgarh","3072","281","74.8","22.1","1.9","276"
"","Gujarat","13833","77","301.2","50.0","-3.6","265"
"","MP","6557","167","139.1","78.5","2.6","392"
"","Maharashtra","17729","211","390.0","111.1","-4.3","625"
"","Goa","330","2","7.2","6.5","0.2","80"
"","DD","283","2","6.4","5.9","0.5","51"
"","DNH","686","5","15.3","15.5","-0.2","34"
"","Essar steel","360","2","7.4","10.0","-2.6","11"
"SR","Andhra Pradesh","5573","300","126.6","34.4","-0.6","388"
"","Telangana","5383","800","122.0","65.5","4.0","376"
"","Karnataka","7280","500","155.6","29.1","0.9","739"
"","Kerala","3167","180","58.1","29.2","2.0","237"
"","Tamil Nadu","12710","0","273.1","87.0","-1.5","306"
"","Pondy","333","0","6.8","6.9","-0.1","28"
"ER","Bihar","1980","300","37.6","35.5","2.1","220"
"","DVC","2574","45","55.7","-15.1","-0.6","190"
"","Jharkhand","955","0","19.4","11.2","-0.6","80"
"","Odisha","3335","400","69.2","24.3","2.3","480"
"","West Bengal","7017","0","133.8","34.9","3.2","490"
"","Sikkim","88","0","1.3","1.1","0.1","52"
"NER","Arunachal Pradesh","97","17","1.7","1.3","0.3","46"
"","Assam","1092","269","22.2","13.5","3.5","158"
"","Manipur","117","6","1.5","2.1","-0.5","17"
"","Meghalaya","263","38","3.8","0.7","-0.6","38"
"","Mizoram","72","7","1.0","1.0","-0.2","16"
"","Nagaland","104","12","1.5","1.5","-0.2","33"
"","Tripura","200","40","3.4","1.1","0.0","44"
