"Share of RES in total generation (%)","9.04","3.49","16.46","0.32","0.08","7.38"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.37","9.10","28.03","7.52","8.07","17.54"
