"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","4.0","0.8","95.1","4.1"
"SR GRID","0.0","0.1","3.9","12.8","4.0","90.1","5.9"
