"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.9","-80.8","29.0","-58.8","5.7"
"Actual(MU)","114.8","-105.1","38.5","-61.1","8.3"
"O/D/U/D(MU)","11.9","-24.3","9.5","-2.3","2.6"
