"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9275","0","189.9","116.5","-1.5","110"
"","Haryana","5559","0","106.5","76.1","-6.4","309"
"","Rajasthan","8319","0","177.1","46.1","-0.8","217"
"","Delhi","4745","0","96.4","76.8","-4.6","182"
"","UP","11238","1450","241.6","115.0","-3.3","524"
"","Uttarakhand","1656","0","36.4","19.9","0.5","154"
"","HP","1266","0","26.6","2.1","0.5","93"
"","J&K","1602","100","29.4","17.5","0.0","212"
"","Chandigarh","316","0","5.7","5.5","0.3","65"
"WR","Chhattisgarh","2817","72","68.0","13.7","1.5","291"
"","Gujarat","12883","89","286.4","44.8","-2.4","318"
"","MP","6495","53","138.1","66.3","2.5","371"
"","Maharashtra","18224","246","400.1","123.4","1.6","527"
"","Goa","426","3","8.9","7.7","0.9","54"
"","DD","288","2","6.3","6.2","0.1","34"
"","DNH","651","5","15.3","15.0","0.3","42"
"","Essar steel","429","3","6.4","6.2","0.2","11"
"SR","Andhra Pradesh","5959","500","118.1","18.9","-0.3","650"
"","Telangana","5354","350","121.6","68.7","5.7","352"
"","Karnataka","7439","500","159.2","22.2","0.5","279"
"","Kerala","2935","700","55.1","33.2","1.7","283"
"","Tamil Nadu","12792","565","287.2","69.4","2.0","448"
"","Pondy","294","45","6.4","6.4","0.0","30"
"ER","Bihar","2423","150","45.5","43.1","0.0","200"
"","DVC","2487","0","60.0","-18.7","0.0","300"
"","Jharkhand","945","86","20.1","7.3","1.6","120"
"","Odisha","3614","0","75.6","7.7","-0.6","150"
"","West Bengal","7060","14","145.1","39.4","1.5","250"
"","Sikkim","80","0","1.2","0.8","0.4","20"
"NER","Arunachal Pradesh","109","7","1.6","1.3","0.3","50"
"","Assam","1093","282","23.3","14.3","4.3","197"
"","Manipur","112","16","1.5","1.7","-0.2","21"
"","Meghalaya","285","5","4.6","0.7","0.1","29"
"","Mizoram","67","13","1.1","1.0","-0.2","17"
"","Nagaland","100","23","1.5","1.5","-0.2","35"
"","Tripura","190","27","2.8","1.2","-0.5","50"
