"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.4","-91.3","36.5","-56.1","0.5"
"Actual(MU)","122.5","-113.8","37.6","-47.1","-0.2"
"O/D/U/D(MU)","13.1","-22.5","1.1","9.0","-0.7"
