"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4192","0","80.9","45.5","2.0","243"
"","Haryana","5456","0","92.7","39.8","2.8","358"
"","Rajasthan","7728","0","162.3","67.9","-4.2","201"
"","Delhi","3088","0","56.8","41.8","-1.4","512"
"","UP","9161","1580","197.6","71.2","-4.2","268"
"","Uttarakhand","1441","75","28.3","18.4","1.8","167"
"","HP","1163","0","22.2","14.1","0.0","87"
"","J&K","1779","100","35.0","28.1","0.1","171"
"","Chandigarh","178","0","3.3","3.2","0.1","22"
"WR","Chhattisgarh","2643","9","55.8","12.3","-0.9","116"
"","Gujarat","9887","0","216.1","47.2","-0.4","396"
"","MP","8486","0","177.6","119.4","-4.6","146"
"","Maharashtra","16714","273","352.3","115.3","3.6","521"
"","Goa","419","0","8.4","7.7","0.0","70"
"","DD","235","0","5.6","5.4","0.2","18"
"","DNH","611","0","14.6","14.4","0.1","34"
"","Essar steel","187","0","3.5","4.0","-0.5","51"
"SR","Andhra Pradesh","10590","0","234.5","87.6","1.3","322"
"","Karnataka","7968","500","168.6","27.0","0.2","274"
"","Kerala","3096","300","60.6","31.4","1.7","175"
"","Tamil Nadu","10492","1502","228.7","75.3","1.6","252"
"","Pondy","293","0","5.8","6.8","-1.0","0"
"ER","Bihar","2280","300","42.9","39.7","0.8","380"
"","DVC","2520","50","55.4","-20.0","0.2","170"
"","Jharkhand","1031","0","19.9","14.1","-1.0","40"
"","Odisha","3363","0","62.5","7.8","-0.8","140"
"","West Bengal","6093","0","100.9","16.0","6.3","490"
"","Sikkim","132","0","1.5","1.2","0.3","23"
"NER","Arunachal Pradesh","115","3","1.7","1.3","0.4","62"
"","Assam","1149","12","20.3","12.3","2.9","190"
"","Manipur","110","5","1.9","2.0","-0.1","33"
"","Meghalaya","244","2","3.1","2.7","-1.3","50"
"","Mizoram","61","5","1.2","1.1","-0.1","27"
"","Nagaland","92","5","1.4","1.3","-0.2","25"
"","Tripura","188","3","3.9","0.4","1.3","65"
