"","NR","WR","SR","ER","NER","All India"
"Coal","556","1152","459","442","14","2624"
"Lignite","18","12","45","0","0","75"
"Hydro","336","28","40","117","28","551"
"Nuclear","27","31","60","0","0","118"
"Gas, Naptha & Diesel","25","47","11","0","28","110"
"RES (Wind, Solar, Biomass & Others)","44","46","256","2","0","349"
"Total","1007","1317","872","561","70","3827"
