"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8189","0","153.4","102.8","-11.6","167"
"","Haryana","7008","0","151.8","63.9","-0.9","509"
"","Rajasthan","8814","0","192.3","84.5","-6.2","57"
"","Delhi","4504","0","94.4","66.6","0.1","490"
"","UP","11156","2050","235.9","109.1","2.2","635"
"","Uttarakhand","1462","225","30.4","9.7","2.2","304"
"","HP","1141","44","21.6","0.9","1.4","208"
"","J&K","1466","100","28.9","14.6","0.6","187"
"","Chandigarh","203","0","3.8","4.7","-1.0","13"
"WR","Chhattisgarh","2953","10","69.7","20.7","-1.9","156"
"","Gujarat","11190","0","255.7","62.9","-3.8","625"
"","MP","6936","0","152.8","75.7","-2.9","176"
"","Maharashtra","14389","54","324.1","104.8","4.2","535"
"","Goa","342","0","6.8","7.3","-0.9","28"
"","DD","287","0","6.4","6.5","-0.1","30"
"","DNH","641","0","15.4","14.9","0.5","59"
"","Essar steel","280","0","6.1","6.1","0.0","51"
"SR","Andhra Pradesh","10621","0","246.5","77.2","0.3","423"
"","Karnataka","5757","300","113.4","9.2","0.3","330"
"","Kerala","2739","0","51.0","19.3","0.1","327"
"","Tamil Nadu","10345","222","222.8","73.1","2.6","250"
"","Pondy","280","0","5.8","6.2","-0.4","7"
"ER","Bihar","1997","150","42.8","40.3","2.5","185"
"","DVC","2614","0","56.2","-29.9","0.2","250"
"","Jharkhand","1068","0","18.8","14.1","-2.7","175"
"","Odisha","3586","0","70.3","15.9","-4.5","140"
"","West Bengal","6498","13","110.6","26.4","-0.8","250"
"","Sikkim","67","0","0.8","1.1","-0.3","21"
"NER","Arunachal Pradesh","94","1","1.1","1.5","-0.3","47"
"","Assam","1099","182","23.3","14.5","4.0","248"
"","Manipur","114","1","1.3","1.9","-0.6","11"
"","Meghalaya","241","0","4.1","1.0","-0.4","36"
"","Mizoram","57","6","0.8","1.1","-0.5","7"
"","Nagaland","93","2","1.5","1.4","-0.3","21"
"","Tripura","216","9","3.2","1.1","0.6","62"
