"","NR","WR","SR","ER","NER","All India"
"Coal","515","1183","484","409","10","2600"
"Lignite","23","16","55","0","0","94"
"Hydro","115","27","67","33","8","250"
"Nuclear","25","19","36","0","0","79"
"Gas, Naptha & Diesel","29","37","24","0","24","114"
"RES (Wind, Solar, Biomass & Others)","58","44","147","1","0","251"
"Total","765","1327","811","443","42","3388"
