"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.73","5.65","12.01","18.39","58.60","23.01"
"SR GRID","0.00","0.73","5.65","12.01","18.39","58.60","B. Frequency Profile (%)23.01"
