"","NR","WR","SR","ER","NER","All India"
"Coal","561","1139","517","398","5","2618"
"Lignite","17","13","54","0","0","84"
"Hydro","119","32","71","38","7","267"
"Nuclear","24","19","37","0","0","81"
"Gas, Naptha & Diesel","26","42","18","0","30","115"
"RES (Wind, Solar, Biomass & Others)","56","71","131","1","0","259"
"Total","804","1315","827","436","41","3424"
