"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4383","0","90.6","39.9","-0.4","158"
"","Haryana","6133","0","103.5","62.1","-0.6","219"
"","Rajasthan","9968","0","203.4","72.6","0.9","317"
"","Delhi","3117","0","57.6","42.3","1.0","244"
"","UP","10412","995","224.4","111.1","-0.3","302"
"","Uttarakhand","1706","105","33.2","25.5","1.4","128"
"","HP","1302","0","23.3","17.8","0.3","80"
"","J&K","1989","497","41.9","32.9","0.1","128"
"","Chandigarh","183","0","3.3","3.4","0.3","17"
"WR","Chhattisgarh","3149","96","65.2","21.3","-0.8","188"
"","Gujarat","12790","0","278.1","59.7","-2.9","450"
"","MP","10227","0","218.0","129.7","-1.6","434"
"","Maharashtra","18086","15","387.8","100.5","-0.8","586"
"","Goa","423","0","9.3","7.6","1.3","68"
"","DD","290","0","6.4","6.3","0.1","54"
"","DNH","649","0","14.1","14.5","-0.4","0"
"","Essar steel","290","0","6.0","5.4","0.5","61"
"SR","Andhra Pradesh","5365","0","114.0","17.1","0.4","250"
"","Telangana","5914","0","126.8","75.5","-0.1","309"
"","Karnataka","7191","800","150.6","31.6","0.8","523"
"","Kerala","3241","100","61.0","42.8","3.8","317"
"","Tamil Nadu","10660","0","207.1","91.4","-2.0","425"
"","Pondy","251","0","5.0","5.4","-0.4","33"
"ER","Bihar","3135","100","60.3","61.6","-3.7","160"
"","DVC","2472","0","56.1","-10.3","-0.3","130"
"","Jharkhand","1081","0","22.0","12.7","0.8","100"
"","Odisha","3887","0","70.6","22.8","2.3","380"
"","West Bengal","6546","0","106.3","26.8","1.4","150"
"","Sikkim","97","0","1.5","1.0","0.5","30"
"NER","Arunachal Pradesh","112","1","2.0","1.6","0.4","48"
"","Assam","1307","13","22.2","14.4","3.3","215"
"","Manipur","150","2","2.3","2.5","-0.1","25"
"","Meghalaya","324","1","5.5","4.3","-0.1","36"
"","Mizoram","86","2","1.3","1.2","0.0","26"
"","Nagaland","106","3","1.9","1.6","0.2","60"
"","Tripura","211","1","3.7","0.9","0.6","55"
