"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.2","-95.0","45.3","-52.8","3.0"
"Actual(MU)","115.0","-119.9","48.2","-55.6","2.8"
"O/D/U/D(MU)","4.8","-24.9","2.9","-2.8","-0.2"
