"","NR","WR","SR","ER","NER"
"Schedule(MU)","111.0","-58.0","10.2","-68.8","7.2"
"Actual(MU)","106.7","-65.5","17.1","-67.5","8.0"
"O/D/U/D(MU)","-4.3","-7.5","6.9","1.3","0.8"
