"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.9","-85.6","32.7","-62.6","6.3"
"Actual(MU)","119.5","-104.6","40.6","-65.3","9.7"
"O/D/U/D(MU)","10.6","-19.0","7.9","-2.7","3.4"
