"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4652","0","79.1","37.3","0.9","180"
"","Haryana","5411","0","99.1","49.0","-0.5","320"
"","Rajasthan","9271","0","188.8","79.6","0.1","212"
"","Delhi","3408","46","61.8","41.5","-2.5","264"
"","UP","9930","3355","219.3","90.1","-1.2","346"
"","Uttarakhand","1725","40","33.3","24.0","1.8","215"
"","HP","1303","0","24.7","20.1","-0.1","105"
"","J&K","1956","100","40.6","34.1","0.6","246"
"","Chandigarh","206","0","3.6","3.4","0.2","206"
"WR","Chhattisgarh","2142","23","69.0","12.9","2.9","345"
"","Gujarat","11067","0","242.9","48.0","3.8","488"
"","MP","8174","0","159.0","68.7","-5.7","195"
"","Maharashtra","17953","614","368.6","116.0","7.6","804"
"","Goa","408","0","8.0","7.3","0.0","55"
"","DD","247","0","5.8","5.6","0.2","31"
"","DNH","621","0","14.6","14.2","0.4","32"
"","Essar steel","376","0","7.9","6.6","1.3","36"
"SR","Andhra Pradesh","11449","600","258.2","86.7","5.7","559"
"","Karnataka","8707","400","187.3","15.4","1.3","490"
"","Kerala","3311","150","60.5","28.2","2.2","285"
"","Tamil Nadu","11929","737","250.0","76.7","2.8","299"
"","Pondy","304","0","5.1","6.5","-1.4","13"
"ER","Bihar","2078","550","41.8","39.4","-0.1","160"
"","DVC","2639","0","57.7","-13.3","-1.8","150"
"","Jharkhand","1041","0","20.0","11.9","-2.6","110"
"","Odisha","3569","0","68.6","17.4","2.8","300"
"","West Bengal","6276","19","110.7","25.1","4.0","450"
"","Sikkim","108","0","1.4","1.4","0.0","15"
"NER","Arunachal Pradesh","111","9","1.4","1.2","0.2","36"
"","Assam","970","204","16.7","10.2","2.2","171"
"","Manipur","114","8","1.5","1.5","0.0","36"
"","Meghalaya","278","17","4.4","3.1","0.1","65"
"","Mizoram","73","3","1.1","1.0","-0.1","21"
"","Nagaland","99","6","1.5","1.5","-0.3","15"
"","Tripura","206","2","2.8","1.3","-0.8","51"
