"","NR","WR","SR","ER","NER","All India"
"Coal","289","790","400","389","11","1879"
"Lignite","19","15","48","0","0","82"
"Hydro","151","40","87","48","3","328"
"Nuclear","24","37","55","0","0","115"
"Gas, Naptha & Diesel","24","84","18","0","23","150"
"RES (Wind, Solar, Biomass & Others)","83","83","140","5","0","311"
"Total","589","1049","747","442","37","2864"
