"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.9","-96.9","37.7","-49.7","8.1"
"Actual(MU)","96.7","-119.2","42.2","-35.0","11.8"
"O/D/U/D(MU)","-6.2","-22.2","4.5","14.7","3.7"
