"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.17","7.25","18.67","27.11","54.46","18.44"
"SR GRID","0.00","1.17","7.25","18.67","27.11","54.46","18.44"
