"","NR","WR","SR","ER","NER"
"Schedule(MU)","54.0","-51.3","40.7","-56.6","9.2"
"Actual(MU)","56.6","-47.4","40.9","-57.3","9.7"
"O/D/U/D(MU)","2.6","3.9","0.2","-0.7","0.5"
