"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10143","0","236.0","119.1","-1.0","222"
"","Haryana","8381","0","177.8","122.5","-0.9","243"
"","Rajasthan","8595","0","191.7","61.3","1.0","309"
"","Delhi","5688","3","116.0","96.4","0.3","273"
"","UP","13454","2170","314.7","156.9","3.4","368"
"","Uttarakhand","1824","40","39.7","19.0","1.2","220"
"","HP","1189","0","26.0","4.9","1.5","102"
"","J&K","1659","415","32.2","18.6","-4.7","36"
"","Chandigarh","298","0","5.8","5.7","0.3","49"
"WR","Chhattisgarh","3052","0","73.6","22.0","2.9","442"
"","Gujarat","12828","4","283.9","72.2","-4.8","436"
"","MP","6432","0","141.1","111.7","-1.7","208"
"","Maharashtra","15271","0","350.8","101.8","1.6","711"
"","Goa","365","0","7.5","7.3","-0.4","23"
"","DD","284","0","6.5","6.5","0.0","13"
"","DNH","726","0","16.8","17.4","-0.5","1"
"","Essar steel","516","0","10.2","10.4","-0.2","140"
"SR","Andhra Pradesh","5700","0","125.2","14.6","-2.3","639"
"","Telangana","5380","0","111.9","63.7","-0.7","332"
"","Karnataka","6738","300","141.4","50.3","2.6","399"
"","Kerala","3024","0","54.2","40.2","1.4","250"
"","Tamil Nadu","11981","0","261.1","113.2","-0.6","620"
"","Pondy","274","0","6.1","6.6","-0.5","16"
"ER","Bihar","3327","100","66.1","65.9","-2.1","215"
"","DVC","2706","0","61.5","-28.5","1.2","200"
"","Jharkhand","1086","0","21.0","14.6","-0.8","100"
"","Odisha","4035","0","80.8","28.1","2.7","210"
"","West Bengal","7482","0","154.7","40.2","2.9","230"
"","Sikkim","76","0","1.2","0.7","0.5","25"
"NER","Arunachal Pradesh","120","1","1.9","1.8","0.2","33"
"","Assam","1422","33","28.4","19.4","4.3","292"
"","Manipur","135","5","1.6","2.1","-0.6","29"
"","Meghalaya","253","0","4.5","0.7","-0.5","19"
"","Mizoram","69","1","1.2","1.1","0.0","14"
"","Nagaland","101","2","1.7","2.0","-0.3","18"
"","Tripura","252","3","4.2","3.5","1.0","77"
