"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.28","7.15","7.43","66.66","28.89"
"SR GRID","0.00","0.00","0.28","7.15","7.43","66.66","28.89"
