"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.4","-97.4","36.5","-46.8","7.1"
"Actual(MU)","103.8","-102.1","42.7","-54.0","12.3"
"O/D/U/D(MU)","2.4","-4.7","6.2","-7.2","5.2"
