"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5012","0","102.1","60.5","1.4","167"
"","Haryana","5479","0","109.6","56.0","1.2","308"
"","Rajasthan","7182","0","157.1","82.5","-3.3","258"
"","Delhi","3653","0","69.6","51.6","-1.8","207"
"","UP","9108","2230","202.4","77.6","-1.1","223"
"","Uttarakhand","1498","215","29.9","17.5","1.5","152"
"","HP","1200","0","21.8","11.3","1.2","270"
"","J&K","1571","100","30.6","21.9","0.4","298"
"","Chandigarh","200","0","3.7","3.7","0.0","30"
"WR","Chhattisgarh","2598","19","57.5","13.3","0.1","345"
"","Gujarat","11223","25","247.4","42.5","-2.0","746"
"","MP","7178","0","147.6","95.0","-4.4","181"
"","Maharashtra","15813","351","349.3","112.1","-2.4","354"
"","Goa","431","0","8.6","7.4","0.5","0"
"","DD","269","0","6.3","6.1","0.2","51"
"","DNH","615","0","14.3","14.2","0.1","48"
"","Essar steel","324","0","5.9","5.8","0.1","51"
"SR","Andhra Pradesh","9711","0","197.6","66.5","0.3","325"
"","Karnataka","6516","300","132.9","18.8","0.8","261"
"","Kerala","3061","150","57.7","23.2","1.8","287"
"","Tamil Nadu","11464","650","241.9","76.7","0.5","341"
"","Pondy","298","30","6.1","6.1","0.0","47"
"ER","Bihar","2262","0","41.8","42.1","-0.4","200"
"","DVC","2295","0","53.3","-20.0","-0.2","210"
"","Jharkhand","936","0","19.4","12.9","-1.6","30"
"","Odisha","3122","0","60.1","6.5","-1.4","150"
"","West Bengal","6142","0","120.8","26.5","1.0","400"
"","Sikkim","93","0","1.3","1.1","0.1","30"
"NER","Arunachal Pradesh","109","1","1.4","1.0","0.3","71"
"","Assam","1126","104","21.0","11.5","4.3","267"
"","Manipur","98","3","1.3","1.6","-0.3","46"
"","Meghalaya","256","1","4.8","2.4","0.0","52"
"","Mizoram","50","10","1.2","0.8","0.1","35"
"","Nagaland","93","2","1.4","1.0","0.2","39"
"","Tripura","170","33","3.3","0.4","0.3","48"
