"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7372","0","158.0","103.1","1.2","211"
"","Haryana","6050","0","136.4","89.3","-4.0","187"
"","Rajasthan","7633","0","168.0","72.8","-2.9","199"
"","Delhi","5010","0","104.7","77.0","-2.6","60"
"","UP","10951","1890","244.6","110.7","-2.5","229"
"","Uttarakhand","1709","0","35.9","17.4","0.8","164"
"","HP","1168","0","24.9","5.0","-1.4","40"
"","J&K","1473","100","29.6","17.4","-1.2","138"
"","Chandigarh","323","0","6.1","5.8","0.3","51"
"WR","Chhattisgarh","2765","7","60.1","16.9","4.0","733"
"","Gujarat","11783","36","251.4","79.0","-3.2","837"
"","MP","5931","0","133.4","71.6","-5.8","304"
"","Maharashtra","15961","340","333.5","102.5","2.4","605"
"","Goa","365","0","7.8","7.6","0.2","0"
"","DD","261","0","6.0","6.5","-0.5","46"
"","DNH","591","0","13.8","13.9","-0.1","116"
"SR","Andhra Pradesh","10042","1800","223.6","72.9","1.7","372"
"","Karnataka","6761","600","131.1","19.5","0.6","172"
"","Kerala","2681","350","51.0","28.5","3.0","447"
"","Tamil Nadu","10995","574","238.6","60.3","0.4","534"
"","Pondy","291","20","6.3","6.5","-0.2","23"
"ER","Bihar","1845","250","39.6","41.6","-1.9","100"
"","DVC","2545","0","53.7","-19.6","-2.0","260"
"","Jharkhand","920","0","19.7","14.2","0.7","120"
"","Odisha","3571","150","70.5","17.1","0.3","350"
"","West Bengal","6677","15","133.4","43.0","4.8","400"
"","Sikkim","102","0","1.1","1.1","0.0","6"
"NER","Arunachal Pradesh","85","17","1.5","1.4","0.0","33"
"","Assam","1065","164","21.6","13.5","1.7","179"
"","Manipur","112","3","1.5","1.8","-0.3","17"
"","Meghalaya","246","6","3.8","1.6","-0.7","58"
"","Mizoram","58","7","1.0","1.0","0.0","8"
"","Nagaland","90","5","1.5","1.2","0.0","23"
"","Tripura","202","30","2.4","0.9","0.1","75"
