"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.0","-42.1","37.7","-99.7","7.0"
"Actual(MU)","91.8","-41.6","37.6","-88.6","2.2"
"O/D/U/D(MU)","-5.2","0.5","-0.1","11.1","-4.8"
