"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","6.0","0.8","95.9","3.3"
"SR GRID","0.0","0.0","1.9","14.3","1.9","86.9","11.3"
