"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.9","-77.3","36.0","-74.5","8.2"
"Actual(MU)","109.2","-80.7","43.4","-81.1","11.1"
"O/D/U/D(MU)","-1.7","-3.4","7.4","-6.6","2.9"
