"","NR","WR","SR","ER","NER","All India"
"Coal","419","1210","571","487","11","2698"
"Lignite","21","14","52","0","0","87"
"Hydro","147","46","91","28","4","315"
"Nuclear","24","37","66","0","0","127"
"Gas, Naptha & Diesel","30","80","18","0","23","152"
"RES (Wind, Solar, Biomass & Others)","71","79","140","5","0","294"
"Total","712","1466","937","519","38","3672"
