"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4501","0","94.9","53.9","1.5","183"
"","Haryana","6143","7","111.1","50.7","-0.4","180"
"","Rajasthan","9329","0","205.0","68.6","3.1","458"
"","Delhi","3452","0","63.4","39.9","-0.1","148"
"","UP","8614","3695","206.8","83.1","0.1","890"
"","Uttarakhand","1715","185","33.3","20.6","3.7","228"
"","HP","1327","0","24.6","16.5","1.2","144"
"","J&K","1857","0","35.8","27.4","0.8","248"
"","Chandigarh","190","0","3.5","3.2","0.3","26"
"WR","Chhattisgarh","2967","18","62.7","9.8","-0.8","257"
"","Gujarat","12426","0","281.1","49.9","-1.1","282"
"","MP","9151","0","205.5","127.8","0.5","336"
"","Maharashtra","19144","500","403.0","129.4","-6.9","432"
"","Goa","429","0","8.0","7.8","-0.2","86"
"","DD","267","0","6.0","6.1","-0.1","10"
"","DNH","647","0","16.6","15.2","1.4","13"
"","Essar steel","351","0","7.4","7.2","0.2","78"
"SR","Andhra Pradesh","5679","200","127.9","33.1","-1.9","205"
"","Telangana","5964","400","129.4","66.4","3.0","251"
"","Karnataka","7897","650","169.5","23.6","1.6","349"
"","Kerala","3261","150","61.1","27.4","1.9","246"
"","Tamil Nadu","11076","1700","238.0","65.9","2.1","669"
"","Pondy","298","0","5.6","5.8","-0.2","31"
"ER","Bihar","2557","300","51.7","50.0","-0.9","345"
"","DVC","2397","100","52.9","-12.2","2.3","489"
"","Jharkhand","1027","0","21.9","13.0","-0.4","82"
"","Odisha","3533","0","67.7","22.4","-0.1","398"
"","West Bengal","6895","0","118.8","23.1","2.0","425"
"","Sikkim","96","0","1.3","1.2","0.1","28"
"NER","Arunachal Pradesh","101","1","1.8","1.4","0.4","39"
"","Assam","1135","144","21.7","13.8","2.8","163"
"","Manipur","127","1","2.3","2.2","0.1","46"
"","Meghalaya","244","1","4.5","3.9","-0.6","30"
"","Mizoram","67","1","1.1","1.0","0.1","17"
"","Nagaland","114","2","2.1","1.3","0.3","41"
"","Tripura","220","4","2.8","0.7","0.0","55"
