"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5416","0","112.9","61.5","4.7","394"
"","Haryana","5503","168","102.5","60.9","1.3","483"
"","Rajasthan","6673","0","140.6","72.7","-1.5","242"
"","Delhi","3690","0","72.9","55.5","-0.2","289"
"","UP","10698","1780","217.1","98.5","3.0","688"
"","Uttarakhand","1551","0","31.2","13.4","1.4","182"
"","HP","1175","0","23.4","9.0","0.8","337"
"","J&K","1672","100","31.2","18.0","-0.4","202"
"","Chandigarh","209","0","3.9","4.2","-0.3","11"
"WR","Chhattisgarh","2501","19","59.6","13.7","-1.2","346"
"","Gujarat","9419","30","205.9","43.0","1.5","345"
"","MP","6783","0","122.4","49.3","-2.3","436"
"","Maharashtra","15145","55","330.8","101.0","2.4","440"
"","Goa","387","0","8.2","7.3","0.5","46"
"","DD","263","0","6.2","6.7","-0.4","48"
"","DNH","624","0","14.8","14.8","0.1","57"
"","Essar steel","251","0","5.1","5.1","0.0","51"
"SR","Andhra Pradesh","10171","0","236.3","75.8","5.1","482"
"","Karnataka","7711","350","158.7","18.3","-0.5","237"
"","Kerala","2818","450","56.8","20.0","1.0","348"
"","Tamil Nadu","11495","651","251.8","75.1","2.3","361"
"","Pondy","282","20","6.1","6.0","0.1","35"
"ER","Bihar","2206","0","45.0","41.8","3.2","210"
"","DVC","2467","0","55.6","-19.7","-1.9","50"
"","Jharkhand","980","0","19.1","13.9","-3.0","140"
"","Odisha","2592","0","34.3","-1.2","-4.6","100"
"","West Bengal","5760","25","118.8","15.9","7.0","400"
"","Sikkim","81","0","1.6","1.2","0.4","40"
"NER","Arunachal Pradesh","98","4","1.4","1.4","0.0","34"
"","Assam","1139","43","21.1","14.5","0.4","75"
"","Manipur","102","8","1.4","2.0","-0.6","25"
"","Meghalaya","264","3","4.6","0.5","1.2","109"
"","Mizoram","55","1","1.1","1.0","-0.1","10"
"","Nagaland","97","2","1.5","1.3","0.0","20"
"","Tripura","228","0","3.8","1.6","-0.4","13"
