"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.8","-115.4","36.7","-24.8","5.6"
"Actual(MU)","90.7","-118.5","42.7","-22.7","8.0"
"O/D/U/D(MU)","-12.1","-3.1","6.0","2.1","2.4"
