"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.5","-70.2","37.5","-87.7","7.9"
"Actual(MU)","90.9","-61.5","38.9","-79.7","10.3"
"O/D/U/D(MU)","-16.6","8.7","1.4","8.0","2.4"
