"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41697","41955","35338","17600","2256","138846"
"Peak Shortage (MW)","499","0","0","300","162","961"
"Energy Met (MU)","1073","1004","780","359","39","3255"
"Hydro Gen(MU)","309","23","30","52","20","435"
"Wind Gen(MU)","38","129","121","----------","----------","288"
