"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.3","-101.5","56.2","-65.6","2.4"
"Actual(MU)","114.8","-114.8","56.5","-61.2","4.0"
"O/D/U/D(MU)","4.5","-13.3","0.3","4.5","1.6"
