"Share of RES in total generation (%)","10.45","8.69","18.70","0.41","0.09","9.89"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.69","14.01","37.72","8.79","19.14","22.40"
