"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.23","1.04","9.27","10.54","59.78","29.68"
"SR GRID","0.00","0.23","1.04","9.27","10.54","59.78","B. Frequency Profile (%)29.68"
