"","NR","WR","SR","ER","NER"
"Schedule(MU)","134.0","-113.4","47.6","-69.6","0.8"
"Actual(MU)","137.2","-122.3","51.3","-67.3","3.1"
"O/D/U/D(MU)","3.2","-8.9","3.7","2.3","2.3"
