"","NR","WR","SR","ER","NER","All India"
"Coal","484","1233","554","461","12","2744"
"Lignite","25","15","43","0","0","83"
"Hydro","131","49","89","34","5","307"
"Nuclear","25","33","40","0","0","97"
"Gas, Naptha & Diesel","25","32","19","0","23","100"
"RES (Wind, Solar, Biomass & Others)","65","58","141","1","0","266"
"Total","755","1420","886","496","40","3597"
