"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","3.3","0.2","91.7","8.1"
"SR GRID","0.0","0.0","3.6","17.9","3.6","92.2","4.2"
