"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.5","-76.4","33.4","-85.3","5.0"
"Actual(MU)","116.4","-70.8","35.5","-86.1","2.6"
"O/D/U/D(MU)","-3.1","5.6","2.1","-0.7","-2.4"
