"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","4.51","8.13","23.61","36.25","44.65","19.10"
"SR GRID","0.00","4.51","8.13","23.61","36.25","44.65","B. Frequency Profile (%)19.10"
