"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.6","-80.3","54.4","-95.7","3.0"
"Actual(MU)","132.1","-91.1","54.7","-92.0","-0.5"
"O/D/U/D(MU)","14.5","-10.8","0.3","3.7","-3.5"
