"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6756","0","147.0","84.9","2.2","258"
"","Haryana","6065","99","131.4","62.8","1.3","256"
"","Rajasthan","6945","0","152.7","81.6","-4.7","43"
"","Delhi","4199","0","89.2","62.4","5.1","416"
"","UP","10018","2365","218.4","95.3","0.4","256"
"","Uttarakhand","1597","75","34.3","13.6","5.1","399"
"","HP","1251","0","25.0","8.2","2.9","449"
"","J&K","1597","100","30.5","16.6","0.6","239"
"","Chandigarh","245","0","4.9","4.5","0.4","39"
"WR","Chhattisgarh","2695","19","57.3","7.6","-2.7","169"
"","Gujarat","9591","37","212.3","44.7","-1.7","725"
"","MP","6266","0","125.7","50.1","-6.4","169"
"","Maharashtra","16044","61","352.5","100.5","-1.6","625"
"","Goa","407","0","8.4","7.2","0.8","23"
"","DD","263","0","6.1","6.4","-0.2","28"
"","DNH","633","0","15.0","14.4","0.5","64"
"","Essar steel","263","0","5.8","5.7","0.1","51"
"SR","Andhra Pradesh","9486","2500","211.8","97.9","2.0","459"
"","Karnataka","7694","350","158.6","15.9","-1.0","418"
"","Kerala","3180","150","58.9","19.3","1.2","270"
"","Tamil Nadu","11193","654","254.4","77.8","-1.7","256"
"","Pondy","280","45","5.9","5.9","0.0","43"
"ER","Bihar","2118","300","44.5","42.7","1.8","60"
"","DVC","2644","0","54.2","-20.4","-1.2","150"
"","Jharkhand","881","0","19.0","11.7","-1.4","30"
"","Odisha","3666","0","67.9","7.3","-3.1","250"
"","West Bengal","6800","0","113.2","26.2","1.8","240"
"","Sikkim","90","0","1.2","1.1","0.1","10"
"NER","Arunachal Pradesh","98","2","1.4","1.0","0.4","64"
"","Assam","1158","127","20.2","13.5","0.7","210"
"","Manipur","103","2","1.4","2.1","-0.7","15"
"","Meghalaya","261","1","4.6","0.5","-0.1","87"
"","Mizoram","58","4","1.0","1.1","-0.4","15"
"","Nagaland","90","4","1.2","1.3","-0.2","17"
"","Tripura","202","10","3.5","1.4","-0.2","87"
