"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.0","-78.7","33.4","-67.8","8.3"
"Actual(MU)","97.0","-87.8","39.3","-56.0","6.6"
"O/D/U/D(MU)","-6.0","-9.1","5.9","11.8","-1.7"
