"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.1","-49.6","51.3","-93.3","5.1"
"Actual(MU)","94.3","-54.9","52.9","-97.4","3.1"
"O/D/U/D(MU)","5.2","-5.3","1.6","-4.1","-2.0"
