"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4707","0","82.5","61.9","1.3","160"
"","Haryana","5045","123","99.4","76.7","1.1","424"
"","Rajasthan","6893","0","120.9","42.1","-2.7","320"
"","Delhi","3592","0","75.5","60.1","-1.5","168"
"","UP","11413","1715","239.5","109.8","-1.4","484"
"","Uttarakhand","1643","75","33.0","18.1","-0.4","136"
"","HP","1035.784","0","22.9","2.8","2.5","265"
"","J&K","1602","100","28.1","17.5","0.1","120"
"","Chandigarh","198","0","4.0","4.5","-0.5","0"
"WR","Chhattisgarh","3057","51","69.0","20.5","-2.6","105"
"","Gujarat","12289","0","269.5","37.0","8.9","389"
"","MP","6679","5","142.4","77.9","-11.5","495"
"","Maharashtra","19159","359","407.9","111.8","15.3","1254"
"","Goa","413","0","8.8","9.2","-0.8","165"
"","DD","279","0","6.2","6.3","-0.1","34"
"","DNH","655","0","15.3","15.3","-0.1","58"
"","Essar steel","493","0","10.5","11.7","-1.2","33"
"SR","Andhra Pradesh","10772","500","251.8","85.8","3.9","386"
"","Karnataka","7900","700","175.4","21.7","1.9","410"
"","Kerala","3192","450","64.1","31.6","1.6","214"
"","Tamil Nadu","12154","793","276.7","74.7","2.8","386"
"","Pondy","324","0","6.9","6.9","0.0","29"
"ER","Bihar","2223","0","48.4","44.2","1.8","240"
"","DVC","2601","0","54.7","-7.6","-2.8","190"
"","Jharkhand","991","0","19.0","11.9","-1.3","180"
"","Odisha","2980","0","59.7","22.4","-6.0","210"
"","West Bengal","7490","0","138.2","39.6","-8.9","290"
"","Sikkim","71","0","0.8","1.3","-0.5","23"
"NER","Arunachal Pradesh","101","3","1.6","2.0","-0.4","18"
"","Assam","1085","249","19.6","12.8","2.0","220"
"","Manipur","106","2","1.5","1.8","-0.3","16"
"","Meghalaya","268","7","4.0","1.6","-0.2","104"
"","Mizoram","70","5","1.1","1.2","-0.3","10"
"","Nagaland","97","3","1.6","1.7","-0.4","37"
"","Tripura","203","23","2.7","1.2","-0.6","60"
